Battery_Capacity_kWh,Vehicle_Age_Months,Total_Charging_Cycles,Avg_Temperature_C,Fast_Charge_Ratio,Avg_Discharge_Rate_C,Internal_Resistance_Ohm,SoH_Percent,Battery_Status,Car_Model_BYD Atto 3,Car_Model_Ford Mustang Mach-E,Car_Model_Hyundai Ioniq 5,Car_Model_Tesla Model 3,Car_Model_Wuling Air EV,Battery_Type_LFP,Battery_Type_NMC,Driving_Style_Aggressive,Driving_Style_Conservative,Driving_Style_Moderate,Thermal_Stress_Index,Monthly_Charge_Intensity,Power_Stress
26.0,89,970,31.2,0.44,2.09,0.0329,93.28,Healthy,False,False,False,False,True,True,False,False,False,True,13.728,10.777777777777779,0.06876099999999999
60.0,87,837,31.7,0.75,0.6,0.0296,94.76,Healthy,True,False,False,False,False,True,False,False,True,False,23.775,9.511363636363637,0.01776
26.0,44,276,5.6,0.27,1.14,0.0245,97.61,Healthy,False,False,False,False,True,True,False,True,False,False,1.512,6.133333333333334,0.02793
75.0,23,256,23.1,0.96,1.77,0.0298,96.52,Healthy,False,False,False,True,False,False,True,False,False,True,22.176000000000002,10.666666666666666,0.052746
26.0,88,958,31.9,0.42,0.81,0.0304,94.97,Healthy,False,False,False,False,True,True,False,False,True,False,13.398,10.764044943820224,0.024624
75.0,73,313,24.5,0.78,1.26,0.0289,96.7,Healthy,False,False,False,True,False,False,True,False,False,True,19.11,4.22972972972973,0.036414
75.0,80,902,24.9,0.96,1.84,0.055,87.56,Healthy,False,False,False,True,False,False,True,True,False,False,23.903999999999996,11.135802469135802,0.1012
72.6,53,394,21.3,0.81,0.63,0.0326,95.74,Healthy,False,False,True,False,False,False,True,False,True,False,17.253,7.296296296296297,0.020537999999999997
60.0,19,148,22.2,0.29,1.47,0.0205,99.74,Healthy,True,False,False,False,False,True,False,False,False,True,6.438,7.4,0.030135000000000002
72.6,34,150,13.4,0.18,2.17,0.0227,98.77,Healthy,False,False,True,False,False,False,True,False,False,True,2.412,4.285714285714286,0.049259000000000004
75.0,95,1328,18.1,0.93,2.42,0.067,84.12,Healthy,False,False,False,True,False,False,True,False,False,True,16.833000000000002,13.833333333333334,0.16214
88.0,26,303,21.8,0.05,1.4,0.0275,97.24,Healthy,False,True,False,False,False,False,True,False,True,False,1.09,11.222222222222221,0.0385
72.6,72,843,22.7,0.47,0.81,0.0406,92.67,Healthy,False,False,True,False,False,False,True,False,True,False,10.668999999999999,11.547945205479452,0.032886
88.0,35,231,18.4,0.34,1.79,0.0258,98.13,Healthy,False,True,False,False,False,False,True,False,False,True,6.256,6.416666666666667,0.046182
75.0,27,128,34.3,0.38,1.88,0.0215,98.92,Healthy,False,False,False,True,False,False,True,False,True,False,13.033999999999999,4.571428571428571,0.04042
72.6,79,847,30.4,0.77,2.13,0.0471,90.56,Healthy,False,False,True,False,False,False,True,False,False,True,23.407999999999998,10.5875,0.100323
88.0,34,488,10.1,0.49,2.42,0.034,94.92,Healthy,False,True,False,False,False,False,True,False,False,True,4.949,13.942857142857143,0.08228
88.0,13,87,22.4,0.56,1.12,0.0257,98.66,Healthy,False,True,False,False,False,False,True,False,False,True,12.544,6.214285714285714,0.028784000000000004
75.0,41,493,16.8,0.2,2.08,0.0379,94.07,Healthy,False,False,False,True,False,False,True,True,False,False,3.3600000000000003,11.738095238095237,0.07883200000000001
75.0,65,418,28.7,0.72,1.12,0.0329,95.33,Healthy,False,False,False,True,False,False,True,False,True,False,20.663999999999998,6.333333333333333,0.036848
75.0,50,673,39.7,0.1,1.32,0.0445,91.8,Healthy,False,False,False,True,False,False,True,False,False,True,3.9700000000000006,13.196078431372548,0.05874
88.0,34,156,23.4,0.59,1.34,0.0244,98.24,Healthy,False,True,False,False,False,False,True,False,False,True,13.806,4.457142857142857,0.032696
88.0,72,780,33.4,0.76,1.45,0.0506,89.6,Healthy,False,True,False,False,False,False,True,False,False,True,25.384,10.684931506849315,0.07336999999999999
75.0,66,921,28.1,0.5,0.52,0.0516,89.5,Healthy,False,False,False,True,False,False,True,True,False,False,14.05,13.746268656716419,0.026832
60.0,37,434,4.5,0.8,1.42,0.0248,97.54,Healthy,True,False,False,False,False,True,False,False,False,True,3.6,11.421052631578947,0.035216
26.0,57,782,8.2,0.26,1.23,0.0286,95.67,Healthy,False,False,False,False,True,True,False,False,False,True,2.1319999999999997,13.482758620689655,0.035178
88.0,64,608,27.3,0.35,1.03,0.0393,93.91,Healthy,False,True,False,False,False,False,True,False,False,True,9.555,9.353846153846154,0.040479
72.6,76,458,26.1,0.14,1.26,0.0321,96.0,Healthy,False,False,True,False,False,False,True,False,False,True,3.6540000000000004,5.9480519480519485,0.040445999999999996
60.0,26,175,22.7,0.74,0.69,0.0228,98.44,Healthy,True,False,False,False,False,True,False,True,False,False,16.798,6.481481481481482,0.015732
75.0,87,879,22.6,0.18,1.5,0.0383,94.16,Healthy,False,False,False,True,False,False,True,False,True,False,4.0680000000000005,9.988636363636363,0.05745
72.6,61,862,12.2,0.77,2.09,0.0428,91.76,Healthy,False,False,True,False,False,False,True,False,True,False,9.394,13.903225806451612,0.08945199999999999
26.0,36,296,35.5,0.13,1.6,0.0263,97.58,Healthy,False,False,False,False,True,True,False,False,False,True,4.615,8.0,0.042080000000000006
26.0,14,136,40.8,0.75,1.95,0.0224,98.96,Healthy,False,False,False,False,True,True,False,True,False,False,30.599999999999998,9.066666666666666,0.04368
26.0,96,1412,17.8,0.44,1.22,0.0338,92.57,Healthy,False,False,False,False,True,True,False,False,True,False,7.832000000000001,14.556701030927835,0.041235999999999995
26.0,68,386,19.8,0.78,0.6,0.024,97.29,Healthy,False,False,False,False,True,True,False,True,False,False,15.444,5.594202898550725,0.0144
60.0,96,1059,31.1,0.81,1.26,0.0358,91.97,Healthy,True,False,False,False,False,True,False,False,False,True,25.191000000000003,10.917525773195877,0.045107999999999995
72.6,22,265,26.4,0.07,2.23,0.0264,98.05,Healthy,False,False,True,False,False,False,True,False,False,True,1.848,11.521739130434783,0.058872
72.6,29,306,29.6,0.11,0.78,0.0264,97.83,Healthy,False,False,True,False,False,False,True,False,True,False,3.2560000000000002,10.2,0.020592
72.6,23,330,39.9,0.16,2.4,0.0365,94.45,Healthy,False,False,True,False,False,False,True,True,False,False,6.384,13.75,0.0876
26.0,55,266,35.3,0.88,1.75,0.0241,97.9,Healthy,False,False,False,False,True,True,False,False,True,False,31.063999999999997,4.75,0.042175
75.0,90,1025,27.5,0.75,2.1,0.054,88.02,Healthy,False,False,False,True,False,False,True,False,False,True,20.625,11.263736263736265,0.1134
75.0,55,700,27.4,0.74,0.6,0.0429,92.4,Healthy,False,False,False,True,False,False,True,False,False,True,20.276,12.5,0.02574
60.0,16,70,34.7,0.5,1.98,0.0199,100.0,Healthy,True,False,False,False,False,True,False,False,True,False,17.35,4.117647058823529,0.039402
75.0,34,493,24.0,0.68,0.66,0.0347,94.47,Healthy,False,False,False,True,False,False,True,False,False,True,16.32,14.085714285714285,0.022902000000000002
75.0,11,65,21.2,0.12,0.7,0.0213,99.26,Healthy,False,False,False,True,False,False,True,True,False,False,2.544,5.416666666666667,0.014909999999999998
75.0,47,534,29.3,0.57,1.88,0.0355,95.08,Healthy,False,False,False,True,False,False,True,False,True,False,16.701,11.125,0.06674
88.0,27,382,44.1,0.05,1.64,0.0401,93.64,Healthy,False,True,False,False,False,False,True,True,False,False,2.205,13.642857142857142,0.06576399999999999
26.0,91,408,8.5,0.29,2.23,0.0239,98.12,Healthy,False,False,False,False,True,True,False,False,False,True,2.465,4.434782608695652,0.053297000000000004
60.0,94,997,30.1,0.38,2.1,0.0347,93.02,Healthy,True,False,False,False,False,True,False,False,False,True,11.438,10.494736842105263,0.07287
75.0,16,148,18.8,0.9,2.15,0.0247,98.26,Healthy,False,False,False,True,False,False,True,False,False,True,16.92,8.705882352941176,0.053105
60.0,94,814,35.4,0.35,2.16,0.0308,95.06,Healthy,True,False,False,False,False,True,False,False,True,False,12.389999999999999,8.56842105263158,0.066528
72.6,14,127,15.0,0.61,1.5,0.0229,98.76,Healthy,False,False,True,False,False,False,True,False,False,True,9.15,8.466666666666667,0.03435
72.6,66,958,24.4,0.31,0.63,0.0473,91.12,Healthy,False,False,True,False,False,False,True,False,False,True,7.563999999999999,14.298507462686567,0.029799000000000003
26.0,94,513,19.9,0.4,2.32,0.0271,96.92,Healthy,False,False,False,False,True,True,False,False,True,False,7.96,5.4,0.062872
72.6,21,221,28.9,0.72,2.49,0.0265,97.96,Healthy,False,False,True,False,False,False,True,False,True,False,20.808,10.045454545454545,0.065985
60.0,59,306,13.8,1.0,0.91,0.0263,97.68,Healthy,True,False,False,False,False,True,False,True,False,False,13.8,5.1,0.023933000000000003
26.0,50,556,30.1,0.0,1.89,0.0235,97.81,Healthy,False,False,False,False,True,True,False,False,True,False,0.0,10.901960784313726,0.044414999999999996
88.0,48,380,6.4,0.24,1.75,0.0284,97.31,Healthy,False,True,False,False,False,False,True,False,True,False,1.536,7.755102040816326,0.0497
60.0,17,141,23.2,0.01,1.55,0.0235,98.73,Healthy,True,False,False,False,False,True,False,False,True,False,0.23199999999999998,7.833333333333333,0.036425
26.0,58,238,12.6,0.74,0.83,0.0224,98.6,Healthy,False,False,False,False,True,True,False,False,True,False,9.324,4.033898305084746,0.018591999999999997
72.6,46,362,32.4,0.53,2.16,0.0341,95.39,Healthy,False,False,True,False,False,False,True,False,False,True,17.172,7.702127659574468,0.073656
26.0,82,328,16.7,0.08,2.48,0.0238,98.4,Healthy,False,False,False,False,True,True,False,False,True,False,1.336,3.9518072289156625,0.05902400000000001
26.0,47,557,29.2,0.37,1.92,0.0274,96.38,Healthy,False,False,False,False,True,True,False,False,False,True,10.804,11.604166666666666,0.052608
72.6,9,47,22.9,0.84,2.35,0.0193,100.0,Healthy,False,False,True,False,False,False,True,False,False,True,19.235999999999997,4.7,0.045355000000000006
75.0,48,367,19.5,0.29,1.05,0.0303,96.49,Healthy,False,False,False,True,False,False,True,False,False,True,5.654999999999999,7.489795918367347,0.031815
75.0,25,140,25.5,0.75,1.17,0.026,98.02,Healthy,False,False,False,True,False,False,True,True,False,False,19.125,5.384615384615385,0.030419999999999996
88.0,4,53,46.4,0.6,2.03,0.025,98.72,Healthy,False,True,False,False,False,False,True,False,True,False,27.84,10.6,0.050749999999999997
72.6,88,1253,30.5,0.05,1.39,0.0526,89.75,Healthy,False,False,True,False,False,False,True,False,False,True,1.5250000000000001,14.07865168539326,0.073114
88.0,29,191,20.6,0.7,1.94,0.0264,97.12,Healthy,False,True,False,False,False,False,True,False,True,False,14.42,6.366666666666666,0.051216
72.6,79,996,21.8,0.55,1.0,0.0553,88.44,Healthy,False,False,True,False,False,False,True,True,False,False,11.990000000000002,12.45,0.0553
72.6,48,690,33.4,0.04,2.26,0.037,94.28,Healthy,False,False,True,False,False,False,True,False,False,True,1.336,14.081632653061224,0.08361999999999999
75.0,36,393,15.7,0.67,2.17,0.0315,95.33,Healthy,False,False,False,True,False,False,True,False,False,True,10.519,10.621621621621621,0.068355
88.0,73,1009,27.8,0.06,1.38,0.0432,91.94,Healthy,False,True,False,False,False,False,True,False,True,False,1.668,13.635135135135135,0.059615999999999995
75.0,7,67,35.0,0.51,0.86,0.0244,98.91,Healthy,False,False,False,True,False,False,True,False,True,False,17.85,8.375,0.020984000000000003
72.6,33,237,14.7,0.42,2.09,0.023,98.37,Healthy,False,False,True,False,False,False,True,False,True,False,6.1739999999999995,6.970588235294118,0.048069999999999995
72.6,67,378,21.4,0.64,1.0,0.0276,97.04,Healthy,False,False,True,False,False,False,True,False,True,False,13.696,5.5588235294117645,0.0276
75.0,72,1032,37.5,0.92,0.52,0.0647,85.27,Healthy,False,False,False,True,False,False,True,False,True,False,34.5,14.136986301369863,0.033644
60.0,10,65,19.7,0.18,1.08,0.0209,99.92,Healthy,True,False,False,False,False,True,False,False,False,True,3.546,5.909090909090909,0.022572
75.0,17,118,12.8,0.77,1.02,0.0245,98.86,Healthy,False,False,False,True,False,False,True,False,False,True,9.856000000000002,6.555555555555555,0.024990000000000002
72.6,55,383,19.8,0.4,2.19,0.0319,95.75,Healthy,False,False,True,False,False,False,True,False,False,True,7.920000000000001,6.839285714285714,0.06986099999999999
60.0,51,589,25.4,0.26,1.28,0.0299,96.07,Healthy,True,False,False,False,False,True,False,False,False,True,6.604,11.326923076923077,0.038272
60.0,17,86,26.0,0.45,1.74,0.0204,100.0,Healthy,True,False,False,False,False,True,False,False,True,False,11.700000000000001,4.777777777777778,0.035496
75.0,37,537,31.5,0.66,0.81,0.0388,94.16,Healthy,False,False,False,True,False,False,True,False,False,True,20.790000000000003,14.131578947368421,0.031428000000000005
72.6,10,85,33.8,0.17,0.52,0.0233,99.07,Healthy,False,False,True,False,False,False,True,True,False,False,5.7459999999999996,7.7272727272727275,0.012116000000000002
88.0,51,558,31.3,0.25,0.54,0.0355,94.52,Healthy,False,True,False,False,False,False,True,False,False,True,7.825,10.73076923076923,0.01917
60.0,85,1274,44.8,0.35,2.16,0.0442,87.57,Healthy,True,False,False,False,False,True,False,False,True,False,15.679999999999998,14.813953488372093,0.09547200000000002
26.0,43,497,31.1,0.2,1.84,0.0274,96.91,Healthy,False,False,False,False,True,True,False,True,False,False,6.220000000000001,11.295454545454545,0.050416
72.6,6,70,36.7,0.34,1.43,0.0212,99.96,Healthy,False,False,True,False,False,False,True,False,False,True,12.478000000000002,10.0,0.030316
88.0,80,1081,23.5,0.33,1.58,0.049,90.56,Healthy,False,True,False,False,False,False,True,False,True,False,7.755000000000001,13.345679012345679,0.07742
75.0,9,57,35.9,0.76,2.3,0.0206,99.41,Healthy,False,False,False,True,False,False,True,False,False,True,27.284,5.7,0.04738
75.0,14,204,21.8,0.93,1.51,0.0248,98.06,Healthy,False,False,False,True,False,False,True,False,True,False,20.274,13.6,0.037448
88.0,25,373,22.4,0.59,2.14,0.0301,97.27,Healthy,False,True,False,False,False,False,True,False,True,False,13.216,14.346153846153847,0.064414
75.0,11,125,28.8,0.0,2.26,0.0241,98.93,Healthy,False,False,False,True,False,False,True,False,False,True,0.0,10.416666666666666,0.054465999999999994
75.0,69,490,26.5,0.11,1.42,0.0307,96.2,Healthy,False,False,False,True,False,False,True,False,False,True,2.915,7.0,0.043594
26.0,27,114,16.1,0.46,2.15,0.0191,99.4,Healthy,False,False,False,False,True,True,False,False,True,False,7.406000000000001,4.071428571428571,0.041065
60.0,64,552,16.2,0.85,2.17,0.0282,95.9,Healthy,True,False,False,False,False,True,False,False,False,True,13.77,8.492307692307692,0.061194
60.0,40,589,32.8,0.34,1.97,0.0305,95.18,Healthy,True,False,False,False,False,True,False,True,False,False,11.152,14.365853658536585,0.060085
72.6,49,504,25.9,0.05,0.64,0.0307,96.14,Healthy,False,False,True,False,False,False,True,False,True,False,1.295,10.08,0.019648000000000002
88.0,67,470,21.3,0.35,2.34,0.0335,95.04,Healthy,False,True,False,False,False,False,True,True,False,False,7.455,6.911764705882353,0.07839
88.0,21,263,14.7,0.58,1.8,0.0299,97.24,Healthy,False,True,False,False,False,False,True,False,False,True,8.526,11.954545454545455,0.05382
88.0,64,809,28.7,0.37,1.44,0.0439,91.89,Healthy,False,True,False,False,False,False,True,False,False,True,10.619,12.446153846153846,0.063216
26.0,61,438,28.7,0.14,1.76,0.0243,97.4,Healthy,False,False,False,False,True,True,False,False,False,True,4.018000000000001,7.064516129032258,0.042768
60.0,74,573,22.1,0.13,2.11,0.024,97.72,Healthy,True,False,False,False,False,True,False,False,False,True,2.873,7.64,0.05064
60.0,58,271,16.9,0.98,1.94,0.0237,98.16,Healthy,True,False,False,False,False,True,False,False,False,True,16.561999999999998,4.593220338983051,0.045978
75.0,29,188,26.1,0.49,1.48,0.0299,97.04,Healthy,False,False,False,True,False,False,True,False,True,False,12.789,6.266666666666667,0.044252
26.0,68,904,11.3,0.36,0.52,0.0305,94.84,Healthy,False,False,False,False,True,True,False,False,True,False,4.0680000000000005,13.101449275362318,0.01586
60.0,54,506,32.0,0.6,0.78,0.0274,96.25,Healthy,True,False,False,False,False,True,False,False,True,False,19.2,9.2,0.021372000000000002
72.6,27,220,18.7,0.48,2.36,0.0263,97.42,Healthy,False,False,True,False,False,False,True,False,True,False,8.975999999999999,7.857142857142857,0.062068
75.0,64,829,18.9,0.96,1.63,0.0472,90.79,Healthy,False,False,False,True,False,False,True,False,False,True,18.144,12.753846153846155,0.07693599999999999
88.0,2,10,14.1,0.86,1.8,0.0183,99.95,Healthy,False,True,False,False,False,False,True,False,False,True,12.126,3.3333333333333335,0.032940000000000004
26.0,4,49,38.2,0.44,1.64,0.0218,99.71,Healthy,False,False,False,False,True,True,False,False,False,True,16.808,9.8,0.035752
26.0,3,18,32.3,0.91,1.67,0.0202,100.0,Healthy,False,False,False,False,True,True,False,False,False,True,29.392999999999997,4.5,0.033734
75.0,41,512,28.7,0.2,1.9,0.0356,94.65,Healthy,False,False,False,True,False,False,True,True,False,False,5.74,12.19047619047619,0.06763999999999999
60.0,69,468,15.6,0.55,1.21,0.026,96.7,Healthy,True,False,False,False,False,True,False,False,False,True,8.58,6.685714285714286,0.031459999999999995
60.0,44,651,15.6,0.36,1.27,0.0266,96.97,Healthy,True,False,False,False,False,True,False,False,False,True,5.616,14.466666666666667,0.033782
26.0,91,1222,20.4,0.22,1.34,0.0337,92.17,Healthy,False,False,False,False,True,True,False,True,False,False,4.4879999999999995,13.282608695652174,0.045158000000000004
72.6,22,135,26.2,0.8,0.71,0.0225,98.92,Healthy,False,False,True,False,False,False,True,False,False,True,20.96,5.869565217391305,0.015975
60.0,91,1142,30.0,0.15,1.39,0.0314,93.88,Healthy,True,False,False,False,False,True,False,False,False,True,4.5,12.41304347826087,0.04364599999999999
26.0,8,71,17.0,0.12,0.95,0.0218,99.5,Healthy,False,False,False,False,True,True,False,False,True,False,2.04,7.888888888888889,0.02071
88.0,21,214,24.1,0.95,0.78,0.0227,98.77,Healthy,False,True,False,False,False,False,True,False,True,False,22.895,9.727272727272727,0.017706000000000003
88.0,20,202,23.6,0.5,0.66,0.0239,98.42,Healthy,False,True,False,False,False,False,True,False,False,True,11.8,9.619047619047619,0.015774
75.0,36,525,40.8,0.9,1.45,0.0397,92.47,Healthy,False,False,False,True,False,False,True,False,True,False,36.72,14.18918918918919,0.057565
60.0,40,571,30.2,0.47,1.08,0.0239,97.37,Healthy,True,False,False,False,False,True,False,False,True,False,14.193999999999999,13.926829268292684,0.025812
26.0,45,241,9.9,0.5,1.33,0.0203,99.0,Healthy,False,False,False,False,True,True,False,False,True,False,4.95,5.239130434782608,0.026999
75.0,65,442,27.3,0.59,0.91,0.0341,95.76,Healthy,False,False,False,True,False,False,True,False,False,True,16.107,6.696969696969697,0.031031
60.0,43,253,27.8,0.98,0.61,0.0269,97.14,Healthy,True,False,False,False,False,True,False,True,False,False,27.244,5.75,0.016409
88.0,1,6,29.5,0.18,0.69,0.0183,100.0,Healthy,False,True,False,False,False,False,True,False,False,True,5.31,3.0,0.012627
26.0,89,410,24.0,0.46,2.03,0.026,96.87,Healthy,False,False,False,False,True,True,False,True,False,False,11.040000000000001,4.555555555555555,0.052779999999999994
72.6,94,835,31.5,0.85,2.24,0.0478,90.81,Healthy,False,False,True,False,False,False,True,False,True,False,26.775,8.789473684210526,0.10707200000000001
26.0,55,619,34.2,0.27,1.43,0.0276,96.31,Healthy,False,False,False,False,True,True,False,False,False,True,9.234000000000002,11.053571428571429,0.039467999999999996
75.0,27,305,13.5,0.12,1.77,0.0285,96.97,Healthy,False,False,False,True,False,False,True,False,True,False,1.6199999999999999,10.892857142857142,0.050445000000000004
88.0,76,988,23.5,0.25,1.74,0.0436,92.08,Healthy,False,True,False,False,False,False,True,False,True,False,5.875,12.831168831168831,0.075864
72.6,1,13,24.1,0.84,1.77,0.0219,99.72,Healthy,False,False,True,False,False,False,True,False,True,False,20.244,6.5,0.038763
75.0,26,362,11.3,0.11,1.28,0.0339,95.69,Healthy,False,False,False,True,False,False,True,True,False,False,1.243,13.407407407407407,0.043392
88.0,48,355,16.7,0.71,0.55,0.0329,95.62,Healthy,False,True,False,False,False,False,True,True,False,False,11.857,7.244897959183674,0.018095
60.0,39,282,23.2,0.73,1.05,0.0241,98.24,Healthy,True,False,False,False,False,True,False,False,False,True,16.936,7.05,0.025305
75.0,41,587,26.3,0.06,1.1,0.0341,95.38,Healthy,False,False,False,True,False,False,True,False,True,False,1.578,13.976190476190476,0.03751
26.0,67,945,22.8,0.56,1.87,0.036,92.32,Healthy,False,False,False,False,True,True,False,True,False,False,12.768000000000002,13.897058823529411,0.06732
75.0,57,776,21.5,0.81,2.29,0.0508,89.58,Healthy,False,False,False,True,False,False,True,True,False,False,17.415000000000003,13.379310344827585,0.11633199999999999
88.0,64,547,29.9,0.19,1.71,0.0334,95.43,Healthy,False,True,False,False,False,False,True,False,False,True,5.681,8.415384615384616,0.057114
75.0,54,296,26.4,0.84,0.99,0.0302,96.55,Healthy,False,False,False,True,False,False,True,True,False,False,22.176,5.381818181818182,0.029898
60.0,75,1120,24.7,0.11,1.57,0.0334,93.71,Healthy,True,False,False,False,False,True,False,False,False,True,2.717,14.736842105263158,0.052438
26.0,33,381,16.1,0.67,0.78,0.0244,97.53,Healthy,False,False,False,False,True,True,False,False,False,True,10.787,11.205882352941176,0.019032
75.0,83,1069,16.6,0.1,1.54,0.0447,91.83,Healthy,False,False,False,True,False,False,True,False,False,True,1.6600000000000001,12.726190476190476,0.068838
75.0,70,988,33.5,0.57,1.22,0.0644,84.98,Healthy,False,False,False,True,False,False,True,True,False,False,19.095,13.915492957746478,0.078568
26.0,2,12,29.6,0.06,1.53,0.0199,100.0,Healthy,False,False,False,False,True,True,False,False,False,True,1.776,4.0,0.030447000000000002
72.6,6,78,35.1,0.2,2.16,0.0214,99.22,Healthy,False,False,True,False,False,False,True,False,False,True,7.0200000000000005,11.142857142857142,0.046224
60.0,1,5,32.6,0.34,2.14,0.0207,100.0,Healthy,True,False,False,False,False,True,False,False,False,True,11.084000000000001,2.5,0.044298000000000004
72.6,70,329,10.2,0.64,0.65,0.028,96.88,Healthy,False,False,True,False,False,False,True,False,False,True,6.528,4.633802816901408,0.0182
75.0,48,406,25.1,0.84,1.23,0.0373,94.51,Healthy,False,False,False,True,False,False,True,True,False,False,21.084,8.285714285714286,0.045878999999999996
72.6,56,772,42.6,0.35,1.77,0.0589,86.93,Healthy,False,False,True,False,False,False,True,False,False,True,14.91,13.543859649122806,0.104253
72.6,88,724,19.2,0.59,1.61,0.0398,93.03,Healthy,False,False,True,False,False,False,True,False,False,True,11.328,8.134831460674157,0.06407800000000001
26.0,80,981,6.6,0.86,0.69,0.035,93.02,Healthy,False,False,False,False,True,True,False,False,False,True,5.675999999999999,12.11111111111111,0.02415
88.0,2,23,11.7,0.51,1.97,0.0208,100.0,Healthy,False,True,False,False,False,False,True,False,True,False,5.967,7.666666666666667,0.040976
72.6,43,571,24.6,0.35,0.92,0.0374,94.17,Healthy,False,False,True,False,False,False,True,False,False,True,8.61,12.977272727272727,0.034408
88.0,68,615,28.6,0.46,0.82,0.0372,94.25,Healthy,False,True,False,False,False,False,True,False,False,True,13.156,8.91304347826087,0.030503999999999996
26.0,22,198,22.0,0.73,1.8,0.0232,98.67,Healthy,False,False,False,False,True,True,False,False,True,False,16.06,8.608695652173912,0.04176
26.0,20,218,22.0,0.5,1.69,0.0219,99.28,Healthy,False,False,False,False,True,True,False,False,True,False,11.0,10.380952380952381,0.037010999999999995
72.6,82,720,31.4,0.2,0.54,0.0446,92.3,Healthy,False,False,True,False,False,False,True,True,False,False,6.28,8.674698795180722,0.024084
60.0,58,552,36.0,0.42,1.66,0.0275,95.1,Healthy,True,False,False,False,False,True,False,False,False,True,15.12,9.35593220338983,0.045649999999999996
60.0,50,573,15.9,0.32,0.54,0.029,95.77,Healthy,True,False,False,False,False,True,False,True,False,False,5.088,11.235294117647058,0.01566
72.6,39,189,35.8,0.63,1.79,0.0297,97.42,Healthy,False,False,True,False,False,False,True,False,False,True,22.554,4.725,0.053163
88.0,77,744,14.7,0.86,0.98,0.0438,92.57,Healthy,False,True,False,False,False,False,True,False,True,False,12.642,9.538461538461538,0.042924
88.0,19,157,13.5,0.73,1.27,0.028,97.42,Healthy,False,True,False,False,False,False,True,False,False,True,9.855,7.85,0.03556
60.0,2,14,21.4,0.22,2.19,0.0205,99.57,Healthy,True,False,False,False,False,True,False,True,False,False,4.707999999999999,4.666666666666667,0.044895
60.0,82,675,25.0,0.13,1.11,0.0299,95.82,Healthy,True,False,False,False,False,True,False,False,False,True,3.25,8.132530120481928,0.033189
88.0,47,379,37.7,0.46,0.96,0.0395,93.35,Healthy,False,True,False,False,False,False,True,True,False,False,17.342000000000002,7.895833333333333,0.03792
72.6,75,391,38.6,0.27,2.29,0.036,94.64,Healthy,False,False,True,False,False,False,True,False,False,True,10.422,5.144736842105263,0.08244
75.0,83,1030,18.1,0.34,2.49,0.044,91.64,Healthy,False,False,False,True,False,False,True,False,True,False,6.154000000000001,12.261904761904763,0.10956
26.0,18,244,12.3,0.05,2.43,0.0213,98.39,Healthy,False,False,False,False,True,True,False,False,True,False,0.6150000000000001,12.842105263157896,0.051759
60.0,35,195,37.8,0.9,1.12,0.0231,97.3,Healthy,True,False,False,False,False,True,False,False,True,False,34.019999999999996,5.416666666666667,0.025872000000000003
26.0,25,326,21.2,0.91,1.35,0.0246,97.47,Healthy,False,False,False,False,True,True,False,False,False,True,19.292,12.538461538461538,0.03321
88.0,49,568,20.3,0.65,1.67,0.0393,93.69,Healthy,False,True,False,False,False,False,True,False,False,True,13.195,11.36,0.065631
60.0,23,285,27.9,0.49,1.89,0.0248,98.05,Healthy,True,False,False,False,False,True,False,True,False,False,13.671,11.875,0.046872
88.0,2,23,35.5,0.07,0.91,0.02,100.0,Healthy,False,True,False,False,False,False,True,False,True,False,2.4850000000000003,7.666666666666667,0.0182
60.0,38,534,36.5,0.71,2.3,0.0279,95.67,Healthy,True,False,False,False,False,True,False,False,True,False,25.915,13.692307692307692,0.06416999999999999
72.6,53,389,35.8,0.83,1.29,0.0331,95.43,Healthy,False,False,True,False,False,False,True,False,False,True,29.713999999999995,7.203703703703703,0.042699
72.6,53,215,21.4,0.83,1.39,0.0267,97.34,Healthy,False,False,True,False,False,False,True,False,True,False,17.761999999999997,3.9814814814814814,0.037113
88.0,22,267,32.6,0.45,1.72,0.0277,97.08,Healthy,False,True,False,False,False,False,True,False,True,False,14.670000000000002,11.608695652173912,0.047644
88.0,37,296,30.6,0.91,1.23,0.0311,96.25,Healthy,False,True,False,False,False,False,True,False,False,True,27.846000000000004,7.7894736842105265,0.038252999999999995
75.0,12,86,14.9,0.39,0.81,0.0213,99.37,Healthy,False,False,False,True,False,False,True,False,False,True,5.811,6.615384615384615,0.017253
26.0,29,232,37.9,0.02,2.05,0.0228,98.48,Healthy,False,False,False,False,True,True,False,False,False,True,0.758,7.733333333333333,0.04674
72.6,64,771,25.6,0.17,1.04,0.0428,92.62,Healthy,False,False,True,False,False,False,True,True,False,False,4.352,11.861538461538462,0.044511999999999996
26.0,34,257,34.0,0.54,1.94,0.0237,98.39,Healthy,False,False,False,False,True,True,False,False,False,True,18.36,7.3428571428571425,0.045978
26.0,39,183,19.9,0.65,0.91,0.0198,98.55,Healthy,False,False,False,False,True,True,False,False,False,True,12.934999999999999,4.575,0.018018000000000003
75.0,8,111,21.6,0.05,1.99,0.0228,99.15,Healthy,False,False,False,True,False,False,True,False,True,False,1.08,12.333333333333334,0.045372
60.0,37,277,36.6,0.77,0.97,0.0234,98.12,Healthy,True,False,False,False,False,True,False,False,False,True,28.182000000000002,7.2894736842105265,0.022698
